nombre_partido,id_partido,año,materia,respondientes,resultado,porcentaje
MAIPU,66,2016,matemática,"96,00",satisfactorio,"31,34"
MALVINAS ARGENTINAS,133,2016,matemática,"3.134,00",avanzado,"1,04"
MALVINAS ARGENTINAS,133,2016,matemática,"3.134,00",básico,"40,63"
MALVINAS ARGENTINAS,133,2016,matemática,"3.134,00",por debajo del nivel básico,"39,58"
MALVINAS ARGENTINAS,133,2016,matemática,"3.134,00",satisfactorio,"18,75"
MAR CHIQUITA,69,2016,matemática,"211,00",avanzado,"2,36"
MAR CHIQUITA,69,2016,matemática,"211,00",básico,"30,76"
MAR CHIQUITA,69,2016,matemática,"211,00",por debajo del nivel básico,"49,68"
MAR CHIQUITA,69,2016,matemática,"211,00",satisfactorio,"17,20"
MARCOS PAZ,68,2016,matemática,"487,00",avanzado,"1,42"
MARCOS PAZ,68,2016,matemática,"487,00",básico,"33,18"
MARCOS PAZ,68,2016,matemática,"487,00",por debajo del nivel básico,"46,45"
MARCOS PAZ,68,2016,matemática,"487,00",satisfactorio,"18,96"
MERCEDES,71,2016,matemática,"613,00",avanzado,"2,05"
MERCEDES,71,2016,matemática,"613,00",básico,"32,85"
MERCEDES,71,2016,matemática,"613,00",por debajo del nivel básico,"45,59"
MERCEDES,71,2016,matemática,"613,00",satisfactorio,"19,51"
MERLO,72,2016,matemática,"5.833,00",avanzado,"5,22"
MERLO,72,2016,matemática,"5.833,00",básico,"28,87"
MERLO,72,2016,matemática,"5.833,00",por debajo del nivel básico,"36,70"
MERLO,72,2016,matemática,"5.833,00",satisfactorio,"29,20"
MONTE,73,2016,matemática,"200,00",avanzado,"1,53"
MONTE,73,2016,matemática,"200,00",básico,"31,96"
MONTE,73,2016,matemática,"200,00",por debajo del nivel básico,"48,41"
MONTE,73,2016,matemática,"200,00",satisfactorio,"18,10"
MONTE HERMOSO,126,2016,matemática,"68,00",avanzado,"3,00"
MONTE HERMOSO,126,2016,matemática,"68,00",básico,"28,50"
MONTE HERMOSO,126,2016,matemática,"68,00",por debajo del nivel básico,"42,00"
MONTE HERMOSO,126,2016,matemática,"68,00",satisfactorio,"26,50"
MORENO,74,2016,matemática,"4.312,00",avanzado,"2,94"
MORENO,74,2016,matemática,"4.312,00",básico,"23,53"
MORENO,74,2016,matemática,"4.312,00",por debajo del nivel básico,"33,82"
MORENO,74,2016,matemática,"4.312,00",satisfactorio,"39,71"
MORON,101,2016,matemática,"4.131,00",avanzado,"3,36"
MORON,101,2016,matemática,"4.131,00",básico,"30,36"
MORON,101,2016,matemática,"4.131,00",por debajo del nivel básico,"47,03"
MORON,101,2016,matemática,"4.131,00",satisfactorio,"19,25"
NAVARRO,75,2016,matemática,"235,00",avanzado,"7,77"
NAVARRO,75,2016,matemática,"235,00",básico,"26,99"
NAVARRO,75,2016,matemática,"235,00",por debajo del nivel básico,"34,16"
NAVARRO,75,2016,matemática,"235,00",satisfactorio,"31,08"
NECOCHEA,76,2016,matemática,"806,00",avanzado,"2,55"
NECOCHEA,76,2016,matemática,"806,00",básico,"28,51"
NECOCHEA,76,2016,matemática,"806,00",por debajo del nivel básico,"45,11"
NECOCHEA,76,2016,matemática,"806,00",satisfactorio,"23,83"
OLAVARRIA,78,2016,matemática,"1.168,00",avanzado,"10,16"
OLAVARRIA,78,2016,matemática,"1.168,00",básico,"23,70"
OLAVARRIA,78,2016,matemática,"1.168,00",por debajo del nivel básico,"37,92"
OLAVARRIA,78,2016,matemática,"1.168,00",satisfactorio,"28,22"
PATAGONES,79,2016,matemática,"377,00",avanzado,"4,28"
PATAGONES,79,2016,matemática,"377,00",básico,"29,71"
PATAGONES,79,2016,matemática,"377,00",por debajo del nivel básico,"36,82"
PATAGONES,79,2016,matemática,"377,00",satisfactorio,"29,20"
PEHUAJO,80,2016,matemática,"491,00",avanzado,"2,65"
PEHUAJO,80,2016,matemática,"491,00",básico,"28,38"
PEHUAJO,80,2016,matemática,"491,00",por debajo del nivel básico,"43,24"
PEHUAJO,80,2016,matemática,"491,00",satisfactorio,"25,73"
PELLEGRINI,81,2016,matemática,"62,00",avanzado,"6,52"
PELLEGRINI,81,2016,matemática,"62,00",básico,"26,07"
PELLEGRINI,81,2016,matemática,"62,00",por debajo del nivel básico,"45,01"
PELLEGRINI,81,2016,matemática,"62,00",satisfactorio,"22,40"
PERGAMINO,82,2016,matemática,"854,00",avanzado,"3,23"
PERGAMINO,82,2016,matemática,"854,00",básico,"43,55"
PERGAMINO,82,2016,matemática,"854,00",por debajo del nivel básico,"32,26"
PERGAMINO,82,2016,matemática,"854,00",satisfactorio,"20,97"
PILA,83,2016,matemática,"50,00",avanzado,"6,67"
PILA,83,2016,matemática,"50,00",básico,"28,92"
PILA,83,2016,matemática,"50,00",por debajo del nivel básico,"30,33"
PILA,83,2016,matemática,"50,00",satisfactorio,"34,07"
PILAR,84,2016,matemática,"3.920,00",avanzado,"0,00"
PILAR,84,2016,matemática,"3.920,00",básico,"32,00"
PILAR,84,2016,matemática,"3.920,00",por debajo del nivel básico,"52,00"
PILAR,84,2016,matemática,"3.920,00",satisfactorio,"16,00"
PINAMAR,124,2016,matemática,"376,00",avanzado,"7,58"
PINAMAR,124,2016,matemática,"376,00",básico,"25,15"
PINAMAR,124,2016,matemática,"376,00",por debajo del nivel básico,"45,38"
PINAMAR,124,2016,matemática,"376,00",satisfactorio,"21,89"
PRESIDENTE PERON,129,2016,matemática,"748,00",avanzado,"3,72"
PRESIDENTE PERON,129,2016,matemática,"748,00",básico,"25,27"
PRESIDENTE PERON,129,2016,matemática,"748,00",por debajo del nivel básico,"44,15"
PRESIDENTE PERON,129,2016,matemática,"748,00",satisfactorio,"26,86"
PUAN,85,2016,matemática,"135,00",avanzado,"0,80"
PUAN,85,2016,matemática,"135,00",básico,"30,08"
PUAN,85,2016,matemática,"135,00",por debajo del nivel básico,"52,54"
PUAN,85,2016,matemática,"135,00",satisfactorio,"16,58"
PUNTA INDIO,134,2016,matemática,"114,00",avanzado,"13,33"
PUNTA INDIO,134,2016,matemática,"114,00",básico,"20,74"
PUNTA INDIO,134,2016,matemática,"114,00",por debajo del nivel básico,"20,74"
PUNTA INDIO,134,2016,matemática,"114,00",satisfactorio,"45,19"
QUILMES,86,2016,matemática,"6.241,00",avanzado,"0,00"
QUILMES,86,2016,matemática,"6.241,00",básico,"42,98"
QUILMES,86,2016,matemática,"6.241,00",por debajo del nivel básico,"50,88"
QUILMES,86,2016,matemática,"6.241,00",satisfactorio,"6,14"
RAMALLO,87,2016,matemática,"393,00",avanzado,"5,59"
RAMALLO,87,2016,matemática,"393,00",básico,"29,77"
RAMALLO,87,2016,matemática,"393,00",por debajo del nivel básico,"39,13"
RAMALLO,87,2016,matemática,"393,00",satisfactorio,"25,51"
RAUCH,88,2016,matemática,"142,00",avanzado,"5,09"
RAUCH,88,2016,matemática,"142,00",básico,"28,75"
RAUCH,88,2016,matemática,"142,00",por debajo del nivel básico,"41,48"
RAUCH,88,2016,matemática,"142,00",satisfactorio,"24,68"
RIVADAVIA,89,2016,matemática,"167,00",avanzado,"6,34"
RIVADAVIA,89,2016,matemática,"167,00",básico,"26,76"
RIVADAVIA,89,2016,matemática,"167,00",por debajo del nivel básico,"35,21"
RIVADAVIA,89,2016,matemática,"167,00",satisfactorio,"31,69"
ROJAS,90,2016,matemática,"259,00",avanzado,"7,78"
ROJAS,90,2016,matemática,"259,00",básico,"34,73"
ROJAS,90,2016,matemática,"259,00",por debajo del nivel básico,"32,93"
ROJAS,90,2016,matemática,"259,00",satisfactorio,"24,55"
ROQUE PEREZ,91,2016,matemática,"115,00",avanzado,"1,93"
ROQUE PEREZ,91,2016,matemática,"115,00",básico,"28,96"
ROQUE PEREZ,91,2016,matemática,"115,00",por debajo del nivel básico,"36,68"
ROQUE PEREZ,91,2016,matemática,"115,00",satisfactorio,"32,43"
SAAVEDRA,92,2016,matemática,"194,00",avanzado,"3,48"
SAAVEDRA,92,2016,matemática,"194,00",básico,"26,09"
SAAVEDRA,92,2016,matemática,"194,00",por debajo del nivel básico,"46,96"
SAAVEDRA,92,2016,matemática,"194,00",satisfactorio,"23,48"
SALADILLO,93,2016,matemática,"386,00",avanzado,"7,73"
SALADILLO,93,2016,matemática,"386,00",básico,"28,87"
SALADILLO,93,2016,matemática,"386,00",por debajo del nivel básico,"24,23"
SALADILLO,93,2016,matemática,"386,00",satisfactorio,"39,18"
SALLIQUELO,122,2016,matemática,"103,00",avanzado,"8,03"
SALLIQUELO,122,2016,matemática,"103,00",básico,"33,42"
SALLIQUELO,122,2016,matemática,"103,00",por debajo del nivel básico,"27,98"
SALLIQUELO,122,2016,matemática,"103,00",satisfactorio,"30,57"
SALTO,67,2016,matemática,"346,00",avanzado,"5,83"
SALTO,67,2016,matemática,"346,00",básico,"21,36"
SALTO,67,2016,matemática,"346,00",por debajo del nivel básico,"27,18"
SALTO,67,2016,matemática,"346,00",satisfactorio,"45,63"
SAN ANDRES DE GILES,94,2016,matemática,"260,00",avanzado,"2,60"
SAN ANDRES DE GILES,94,2016,matemática,"260,00",básico,"28,32"
SAN ANDRES DE GILES,94,2016,matemática,"260,00",por debajo del nivel básico,"36,71"
SAN ANDRES DE GILES,94,2016,matemática,"260,00",satisfactorio,"32,37"
SAN ANTONIO DE ARECO,95,2016,matemática,"287,00",avanzado,"1,92"
SAN ANTONIO DE ARECO,95,2016,matemática,"287,00",básico,"31,92"
SAN ANTONIO DE ARECO,95,2016,matemática,"287,00",por debajo del nivel básico,"39,62"
SAN ANTONIO DE ARECO,95,2016,matemática,"287,00",satisfactorio,"26,54"
SAN CAYETANO,116,2016,matemática,"178,00",avanzado,"11,50"
SAN CAYETANO,116,2016,matemática,"178,00",básico,"28,57"
SAN CAYETANO,116,2016,matemática,"178,00",por debajo del nivel básico,"29,62"
SAN CAYETANO,116,2016,matemática,"178,00",satisfactorio,"30,31"
SAN FERNANDO,96,2016,matemática,"1.789,00",avanzado,"6,74"
SAN FERNANDO,96,2016,matemática,"1.789,00",básico,"33,71"
SAN FERNANDO,96,2016,matemática,"1.789,00",por debajo del nivel básico,"28,09"
SAN FERNANDO,96,2016,matemática,"1.789,00",satisfactorio,"31,46"
SAN ISIDRO,97,2016,matemática,"3.874,00",avanzado,"8,89"
SAN ISIDRO,97,2016,matemática,"3.874,00",básico,"29,18"
SAN ISIDRO,97,2016,matemática,"3.874,00",por debajo del nivel básico,"39,74"
SAN ISIDRO,97,2016,matemática,"3.874,00",satisfactorio,"22,19"
SAN MIGUEL,131,2016,matemática,"4.067,00",avanzado,"18,46"
SAN MIGUEL,131,2016,matemática,"4.067,00",básico,"23,21"
SAN MIGUEL,131,2016,matemática,"4.067,00",por debajo del nivel básico,"26,30"
SAN MIGUEL,131,2016,matemática,"4.067,00",satisfactorio,"32,03"
SAN NICOLAS,98,2016,matemática,"1.665,00",avanzado,"3,57"
SAN NICOLAS,98,2016,matemática,"1.665,00",básico,"31,45"
SAN NICOLAS,98,2016,matemática,"1.665,00",por debajo del nivel básico,"38,28"
SAN NICOLAS,98,2016,matemática,"1.665,00",satisfactorio,"26,70"
SAN PEDRO,99,2016,matemática,"609,00",avanzado,"5,95"
SAN PEDRO,99,2016,matemática,"609,00",básico,"30,45"
SAN PEDRO,99,2016,matemática,"609,00",por debajo del nivel básico,"37,12"
SAN PEDRO,99,2016,matemática,"609,00",satisfactorio,"26,49"
SAN VICENTE,100,2016,matemática,"709,00",avanzado,"1,97"
SAN VICENTE,100,2016,matemática,"709,00",básico,"29,56"
SAN VICENTE,100,2016,matemática,"709,00",por debajo del nivel básico,"51,40"
SAN VICENTE,100,2016,matemática,"709,00",satisfactorio,"17,08"
SUIPACHA,102,2016,matemática,"85,00",avanzado,"1,83"
SUIPACHA,102,2016,matemática,"85,00",básico,"28,35"
SUIPACHA,102,2016,matemática,"85,00",por debajo del nivel básico,"53,60"
SUIPACHA,102,2016,matemática,"85,00",satisfactorio,"16,22"
TANDIL,103,2016,matemática,"1.385,00",avanzado,"3,53"
TANDIL,103,2016,matemática,"1.385,00",básico,"28,24"
TANDIL,103,2016,matemática,"1.385,00",por debajo del nivel básico,"29,41"
TANDIL,103,2016,matemática,"1.385,00",satisfactorio,"38,82"
TAPALQUE,104,2016,matemática,"91,00",avanzado,"9,46"
TAPALQUE,104,2016,matemática,"91,00",básico,"29,89"
TAPALQUE,104,2016,matemática,"91,00",por debajo del nivel básico,"30,90"
TAPALQUE,104,2016,matemática,"91,00",satisfactorio,"29,75"
TIGRE,57,2016,matemática,"3.977,00",avanzado,"1,10"
TIGRE,57,2016,matemática,"3.977,00",básico,"19,78"
TIGRE,57,2016,matemática,"3.977,00",por debajo del nivel básico,"57,14"
TIGRE,57,2016,matemática,"3.977,00",satisfactorio,"21,98"
TORDILLO,105,2016,matemática,"24,00",avanzado,"7,72"
TORDILLO,105,2016,matemática,"24,00",básico,"26,55"
TORDILLO,105,2016,matemática,"24,00",por debajo del nivel básico,"41,66"
TORDILLO,105,2016,matemática,"24,00",satisfactorio,"24,06"
TORNQUIST,106,2016,matemática,"131,00",avanzado,"0,00"
TORNQUIST,106,2016,matemática,"131,00",básico,"29,17"
TORNQUIST,106,2016,matemática,"131,00",por debajo del nivel básico,"58,33"
TORNQUIST,106,2016,matemática,"131,00",satisfactorio,"12,50"
TRENQUE LAUQUEN,107,2016,matemática,"420,00",avanzado,"10,69"
TRENQUE LAUQUEN,107,2016,matemática,"420,00",básico,"30,53"
TRENQUE LAUQUEN,107,2016,matemática,"420,00",por debajo del nivel básico,"19,08"
TRENQUE LAUQUEN,107,2016,matemática,"420,00",satisfactorio,"39,69"
TRES ARROYOS,108,2016,matemática,"623,00",avanzado,"10,95"
TRES ARROYOS,108,2016,matemática,"623,00",básico,"27,86"
TRES ARROYOS,108,2016,matemática,"623,00",por debajo del nivel básico,"25,48"
TRES ARROYOS,108,2016,matemática,"623,00",satisfactorio,"35,71"
TRES DE FEBRERO,117,2016,matemática,"2.975,00",avanzado,"15,73"
TRES DE FEBRERO,117,2016,matemática,"2.975,00",básico,"23,27"
TRES DE FEBRERO,117,2016,matemática,"2.975,00",por debajo del nivel básico,"27,29"
TRES DE FEBRERO,117,2016,matemática,"2.975,00",satisfactorio,"33,71"
TRES LOMAS,127,2016,matemática,"75,00",avanzado,"6,08"
TRES LOMAS,127,2016,matemática,"75,00",básico,"30,12"
TRES LOMAS,127,2016,matemática,"75,00",por debajo del nivel básico,"37,48"
TRES LOMAS,127,2016,matemática,"75,00",satisfactorio,"26,32"
VICENTE LOPEZ,110,2016,matemática,"2.881,00",avanzado,"23,98"
VICENTE LOPEZ,110,2016,matemática,"2.881,00",básico,"21,24"
VICENTE LOPEZ,110,2016,matemática,"2.881,00",por debajo del nivel básico,"14,72"
VICENTE LOPEZ,110,2016,matemática,"2.881,00",satisfactorio,"40,06"
VILLA GESELL,125,2016,matemática,"396,00",avanzado,"2,27"
VILLA GESELL,125,2016,matemática,"396,00",básico,"36,62"
VILLA GESELL,125,2016,matemática,"396,00",por debajo del nivel básico,"43,43"
VILLA GESELL,125,2016,matemática,"396,00",satisfactorio,"17,68"
VILLARINO,111,2016,matemática,"364,00",avanzado,"1,10"
VILLARINO,111,2016,matemática,"364,00",básico,"34,07"
VILLARINO,111,2016,matemática,"364,00",por debajo del nivel básico,"46,70"
VILLARINO,111,2016,matemática,"364,00",satisfactorio,"18,13"
ZARATE,38,2016,matemática,"1.300,00",avanzado,"4,69"
ZARATE,38,2016,matemática,"1.300,00",básico,"28,08"
ZARATE,38,2016,matemática,"1.300,00",por debajo del nivel básico,"48,23"
ZARATE,38,2016,matemática,"1.300,00",satisfactorio,"19,00"
25 DE MAYO,109,2017,ciencias naturales,362,avanzado,"28,45"
25 DE MAYO,109,2017,ciencias naturales,362,básico,"21,82"
25 DE MAYO,109,2017,ciencias naturales,362,por debajo del nivel básico,"11,33"
25 DE MAYO,109,2017,ciencias naturales,362,satisfactorio,"38,40"
9 DE JULIO,77,2017,ciencias naturales,"898,04",avanzado,"29,67"
9 DE JULIO,77,2017,ciencias naturales,"898,04",básico,"18,91"
9 DE JULIO,77,2017,ciencias naturales,"898,04",por debajo del nivel básico,"12,11"
9 DE JULIO,77,2017,ciencias naturales,"898,04",satisfactorio,"39,30"
ADOLFO ALSINA,1,2017,ciencias naturales,"219,83",avanzado,"38,23"
ADOLFO ALSINA,1,2017,ciencias naturales,"219,83",básico,"12,56"
ADOLFO ALSINA,1,2017,ciencias naturales,"219,83",por debajo del nivel básico,"7,54"
ADOLFO ALSINA,1,2017,ciencias naturales,"219,83",satisfactorio,"41,67"
ADOLFO GONZALES CHAVES,51,2017,ciencias naturales,"191,21",avanzado,"35,14"
ADOLFO GONZALES CHAVES,51,2017,ciencias naturales,"191,21",básico,"15,88"
ADOLFO GONZALES CHAVES,51,2017,ciencias naturales,"191,21",por debajo del nivel básico,"8,12"
ADOLFO GONZALES CHAVES,51,2017,ciencias naturales,"191,21",satisfactorio,"40,85"
ALBERTI,2,2017,ciencias naturales,"181,13",avanzado,"39,55"
ALBERTI,2,2017,ciencias naturales,"181,13",básico,"12,18"
ALBERTI,2,2017,ciencias naturales,"181,13",por debajo del nivel básico,"7,42"
ALBERTI,2,2017,ciencias naturales,"181,13",satisfactorio,"40,86"
ALMIRANTE BROWN,3,2017,ciencias naturales,"10270,44",avanzado,"25,65"
ALMIRANTE BROWN,3,2017,ciencias naturales,"10270,44",básico,"21,27"
ALMIRANTE BROWN,3,2017,ciencias naturales,"10270,44",por debajo del nivel básico,"13,50"
ALMIRANTE BROWN,3,2017,ciencias naturales,"10270,44",satisfactorio,"39,58"
ARRECIFES,10,2017,ciencias naturales,"497,46",avanzado,"21,37"
ARRECIFES,10,2017,ciencias naturales,"497,46",básico,"22,27"
ARRECIFES,10,2017,ciencias naturales,"497,46",por debajo del nivel básico,"14,31"
ARRECIFES,10,2017,ciencias naturales,"497,46",satisfactorio,"42,04"
AVELLANEDA,4,2017,ciencias naturales,"5845,89",avanzado,"32,57"
AVELLANEDA,4,2017,ciencias naturales,"5845,89",básico,"18,06"
AVELLANEDA,4,2017,ciencias naturales,"5845,89",por debajo del nivel básico,"9,66"
AVELLANEDA,4,2017,ciencias naturales,"5845,89",satisfactorio,"39,71"
AYACUCHO,5,2017,ciencias naturales,"388,42",avanzado,"23,24"
AYACUCHO,5,2017,ciencias naturales,"388,42",básico,"21,54"
AYACUCHO,5,2017,ciencias naturales,"388,42",por debajo del nivel básico,"11,79"
AYACUCHO,5,2017,ciencias naturales,"388,42",satisfactorio,"43,43"
AZUL,6,2017,ciencias naturales,"1192,45",avanzado,"28,79"
AZUL,6,2017,ciencias naturales,"1192,45",básico,"19,52"
AZUL,6,2017,ciencias naturales,"1192,45",por debajo del nivel básico,"11,84"
AZUL,6,2017,ciencias naturales,"1192,45",satisfactorio,"39,86"
BAHIA BLANCA,7,2017,ciencias naturales,"4839,97",avanzado,"34,46"
BAHIA BLANCA,7,2017,ciencias naturales,"4839,97",básico,"16,75"
BAHIA BLANCA,7,2017,ciencias naturales,"4839,97",por debajo del nivel básico,"9,93"
BAHIA BLANCA,7,2017,ciencias naturales,"4839,97",satisfactorio,"38,85"
BALCARCE,8,2017,ciencias naturales,"707,03",avanzado,"30,32"
BALCARCE,8,2017,ciencias naturales,"707,03",básico,"14,56"
BALCARCE,8,2017,ciencias naturales,"707,03",por debajo del nivel básico,"12,13"
BALCARCE,8,2017,ciencias naturales,"707,03",satisfactorio,"42,99"
BARADERO,9,2017,ciencias naturales,"657,41",avanzado,"34,51"
BARADERO,9,2017,ciencias naturales,"657,41",básico,"14,08"
BARADERO,9,2017,ciencias naturales,"657,41",por debajo del nivel básico,"8,06"
BARADERO,9,2017,ciencias naturales,"657,41",satisfactorio,"43,34"
BENITO JUAREZ,53,2017,ciencias naturales,"404,81",avanzado,"24,87"
BENITO JUAREZ,53,2017,ciencias naturales,"404,81",básico,"20,53"
BENITO JUAREZ,53,2017,ciencias naturales,"404,81",por debajo del nivel básico,"12,81"
BENITO JUAREZ,53,2017,ciencias naturales,"404,81",satisfactorio,"41,79"
BERAZATEGUI,120,2017,ciencias naturales,"6698,21",avanzado,"25,25"
BERAZATEGUI,120,2017,ciencias naturales,"6698,21",básico,"20,78"
BERAZATEGUI,120,2017,ciencias naturales,"6698,21",por debajo del nivel básico,"13,86"
BERAZATEGUI,120,2017,ciencias naturales,"6698,21",satisfactorio,"40,11"
BERISSO,114,2017,ciencias naturales,"1746,2",avanzado,"24,64"
BERISSO,114,2017,ciencias naturales,"1746,2",básico,"21,84"
BERISSO,114,2017,ciencias naturales,"1746,2",por debajo del nivel básico,"15,69"
BERISSO,114,2017,ciencias naturales,"1746,2",satisfactorio,"37,83"
BOLIVAR,11,2017,ciencias naturales,"518,6",avanzado,"35,56"
BOLIVAR,11,2017,ciencias naturales,"518,6",básico,"13,58"
BOLIVAR,11,2017,ciencias naturales,"518,6",por debajo del nivel básico,"9,85"
BOLIVAR,11,2017,ciencias naturales,"518,6",satisfactorio,"41,01"
BRAGADO,12,2017,ciencias naturales,"726,41",avanzado,"30,10"
BRAGADO,12,2017,ciencias naturales,"726,41",básico,"17,80"
BRAGADO,12,2017,ciencias naturales,"726,41",por debajo del nivel básico,"11,14"
BRAGADO,12,2017,ciencias naturales,"726,41",satisfactorio,"40,96"
BRANDSEN,13,2017,ciencias naturales,"668,64",avanzado,"24,04"
BRANDSEN,13,2017,ciencias naturales,"668,64",básico,"20,11"
BRANDSEN,13,2017,ciencias naturales,"668,64",por debajo del nivel básico,"15,06"
BRANDSEN,13,2017,ciencias naturales,"668,64",satisfactorio,"40,79"
CAMPANA,14,2017,ciencias naturales,"1951,65",avanzado,"27,67"
CAMPANA,14,2017,ciencias naturales,"1951,65",básico,"20,59"
CAMPANA,14,2017,ciencias naturales,"1951,65",por debajo del nivel básico,"21,15"
CAMPANA,14,2017,ciencias naturales,"1951,65",satisfactorio,"30,59"
CAÑUELAS,15,2017,ciencias naturales,"1364,24",avanzado,"25,42"
CAÑUELAS,15,2017,ciencias naturales,"1364,24",básico,"18,39"
CAÑUELAS,15,2017,ciencias naturales,"1364,24",por debajo del nivel básico,"16,63"
CAÑUELAS,15,2017,ciencias naturales,"1364,24",satisfactorio,"39,55"
CAPITAN SARMIENTO,121,2017,ciencias naturales,"268,39",avanzado,"31,70"
CAPITAN SARMIENTO,121,2017,ciencias naturales,"268,39",básico,"14,12"
CAPITAN SARMIENTO,121,2017,ciencias naturales,"268,39",por debajo del nivel básico,"12,19"
CAPITAN SARMIENTO,121,2017,ciencias naturales,"268,39",satisfactorio,"41,99"
CARLOS CASARES,16,2017,ciencias naturales,"309,47",avanzado,"29,85"
CARLOS CASARES,16,2017,ciencias naturales,"309,47",básico,"18,88"
CARLOS CASARES,16,2017,ciencias naturales,"309,47",por debajo del nivel básico,"10,30"
CARLOS CASARES,16,2017,ciencias naturales,"309,47",satisfactorio,"40,97"
CARLOS TEJEDOR,17,2017,ciencias naturales,"171,91",avanzado,"36,94"
CARLOS TEJEDOR,17,2017,ciencias naturales,"171,91",básico,"15,48"
CARLOS TEJEDOR,17,2017,ciencias naturales,"171,91",por debajo del nivel básico,"5,33"
CARLOS TEJEDOR,17,2017,ciencias naturales,"171,91",satisfactorio,"42,25"
CARMEN DE ARECO,18,2017,ciencias naturales,"286,8",avanzado,"21,86"
CARMEN DE ARECO,18,2017,ciencias naturales,"286,8",básico,"24,18"
CARMEN DE ARECO,18,2017,ciencias naturales,"286,8",por debajo del nivel básico,"14,30"
CARMEN DE ARECO,18,2017,ciencias naturales,"286,8",satisfactorio,"39,66"
CASTELLI,20,2017,ciencias naturales,"141,23",avanzado,"21,17"
CASTELLI,20,2017,ciencias naturales,"141,23",básico,"22,87"
CASTELLI,20,2017,ciencias naturales,"141,23",por debajo del nivel básico,"11,68"
CASTELLI,20,2017,ciencias naturales,"141,23",satisfactorio,"44,28"
CHACABUCO,26,2017,ciencias naturales,"922,92",avanzado,"29,93"
CHACABUCO,26,2017,ciencias naturales,"922,92",básico,"18,19"
CHACABUCO,26,2017,ciencias naturales,"922,92",por debajo del nivel básico,"13,02"
CHACABUCO,26,2017,ciencias naturales,"922,92",satisfactorio,"38,86"
CHASCOMUS,27,2017,ciencias naturales,"762,62",avanzado,"28,95"
CHASCOMUS,27,2017,ciencias naturales,"762,62",básico,"19,71"
CHASCOMUS,27,2017,ciencias naturales,"762,62",por debajo del nivel básico,"11,72"
CHASCOMUS,27,2017,ciencias naturales,"762,62",satisfactorio,"39,61"
CHIVILCOY,28,2017,ciencias naturales,"1221,6",avanzado,"29,76"
CHIVILCOY,28,2017,ciencias naturales,"1221,6",básico,"19,44"
CHIVILCOY,28,2017,ciencias naturales,"1221,6",por debajo del nivel básico,"12,24"
CHIVILCOY,28,2017,ciencias naturales,"1221,6",satisfactorio,"38,55"
COLON,21,2017,ciencias naturales,"452,85",avanzado,"24,76"
COLON,21,2017,ciencias naturales,"452,85",básico,"22,15"
COLON,21,2017,ciencias naturales,"452,85",por debajo del nivel básico,"12,21"
COLON,21,2017,ciencias naturales,"452,85",satisfactorio,"40,88"
CORONEL DE MARINA L ROSALES,113,2017,ciencias naturales,"1092,72",avanzado,"32,66"
CORONEL DE MARINA L ROSALES,113,2017,ciencias naturales,"1092,72",básico,"16,76"
CORONEL DE MARINA L ROSALES,113,2017,ciencias naturales,"1092,72",por debajo del nivel básico,"9,14"
CORONEL DE MARINA L ROSALES,113,2017,ciencias naturales,"1092,72",satisfactorio,"41,45"
CORONEL DORREGO,22,2017,ciencias naturales,"266,63",avanzado,"34,96"
CORONEL DORREGO,22,2017,ciencias naturales,"266,63",básico,"17,82"
CORONEL DORREGO,22,2017,ciencias naturales,"266,63",por debajo del nivel básico,"8,81"
CORONEL DORREGO,22,2017,ciencias naturales,"266,63",satisfactorio,"38,41"
CORONEL PRINGLES,23,2017,ciencias naturales,"428,61",avanzado,"27,40"
CORONEL PRINGLES,23,2017,ciencias naturales,"428,61",básico,"16,53"
CORONEL PRINGLES,23,2017,ciencias naturales,"428,61",por debajo del nivel básico,"11,73"
CORONEL PRINGLES,23,2017,ciencias naturales,"428,61",satisfactorio,"44,34"
CORONEL SUAREZ,24,2017,ciencias naturales,"628,37",avanzado,"40,64"
CORONEL SUAREZ,24,2017,ciencias naturales,"628,37",básico,"13,06"
CORONEL SUAREZ,24,2017,ciencias naturales,"628,37",por debajo del nivel básico,"7,75"
CORONEL SUAREZ,24,2017,ciencias naturales,"628,37",satisfactorio,"38,54"
DAIREAUX,19,2017,ciencias naturales,"208,3",avanzado,"28,92"
DAIREAUX,19,2017,ciencias naturales,"208,3",básico,"21,86"
DAIREAUX,19,2017,ciencias naturales,"208,3",por debajo del nivel básico,"8,83"
DAIREAUX,19,2017,ciencias naturales,"208,3",satisfactorio,"40,39"
DOLORES,29,2017,ciencias naturales,"534,36",avanzado,"28,39"
DOLORES,29,2017,ciencias naturales,"534,36",básico,"18,50"
DOLORES,29,2017,ciencias naturales,"534,36",por debajo del nivel básico,"12,41"
DOLORES,29,2017,ciencias naturales,"534,36",satisfactorio,"40,70"
ENSENADA,115,2017,ciencias naturales,"719,59",avanzado,"17,39"
ENSENADA,115,2017,ciencias naturales,"719,59",básico,"24,51"
ENSENADA,115,2017,ciencias naturales,"719,59",por debajo del nivel básico,"16,36"
ENSENADA,115,2017,ciencias naturales,"719,59",satisfactorio,"41,73"
ESCOBAR,118,2017,ciencias naturales,4755,avanzado,"24,76"
ESCOBAR,118,2017,ciencias naturales,4755,básico,"19,85"
ESCOBAR,118,2017,ciencias naturales,4755,por debajo del nivel básico,"15,69"
ESCOBAR,118,2017,ciencias naturales,4755,satisfactorio,"39,70"
